User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U00448,50,Female,Bangalore,Nokia,iOS,5.2,38.2,180.7,95.0,2.2,2231,2.7,1.8,1691,Social Media
U00449,52,Male,Bangalore,Xiaomi,Android,11.3,34.8,63.6,52.0,2.3,270,4.8,3.7,1891,Gaming
U00450,19,Other,Lucknow,Motorola,Android,9.6,40.5,5.7,13.0,5.3,1440,5.4,1.2,1808,Social Media
U00451,44,Other,Hyderabad,Nokia,Android,10.5,10.5,44.2,34.0,4.9,5127,3.0,4.9,1542,Education
U00452,52,Other,Hyderabad,OnePlus,iOS,5.3,18.9,179.1,83.0,4.0,9700,4.2,4.8,596,Social Media
U00453,47,Male,Pune,Samsung,Android,10.8,7.1,260.0,111.0,0.6,6423,5.2,3.3,1346,Work
U00454,48,Other,Bangalore,Xiaomi,Android,11.1,25.3,11.1,123.0,2.9,3183,6.8,2.7,222,Gaming
U00455,60,Female,Bangalore,OnePlus,iOS,7.4,43.3,44.4,121.0,1.9,2644,2.6,4.5,941,Social Media
U00456,60,Other,Bangalore,OnePlus,iOS,6.3,12.5,277.4,82.0,5.3,4728,4.5,2.6,1237,Work
U00457,60,Other,Ahmedabad,Google Pixel,iOS,2.2,2.7,289.4,152.0,1.3,1658,7.2,2.4,310,Entertainment
U00458,22,Male,Bangalore,Realme,iOS,3.8,33.3,162.0,104.0,0.8,3717,1.2,2.5,258,Social Media
U00459,57,Other,Bangalore,Samsung,Android,10.9,10.2,282.0,27.0,1.0,7920,4.3,4.3,1209,Social Media
U00460,55,Male,Lucknow,Xiaomi,iOS,9.4,44.6,105.8,83.0,2.1,6577,6.4,3.5,1302,Gaming
U00461,15,Male,Lucknow,Motorola,Android,1.7,38.8,114.5,164.0,2.0,7945,1.5,4.7,1965,Social Media
U00462,17,Male,Kolkata,Oppo,Android,10.2,15.4,22.6,47.0,3.2,2373,4.4,2.9,1751,Gaming
U00463,21,Male,Ahmedabad,Motorola,Android,5.2,38.6,256.8,79.0,2.5,8420,5.2,4.5,661,Entertainment
U00464,51,Male,Mumbai,Vivo,Android,11.2,13.8,218.5,117.0,0.8,3796,1.3,1.4,436,Work
U00465,16,Female,Jaipur,Vivo,Android,4.5,9.7,207.6,188.0,1.7,9777,2.4,3.2,1864,Work
U00466,38,Male,Chennai,Motorola,Android,6.3,2.9,174.6,181.0,2.3,3065,5.8,2.5,187,Education
U00467,59,Female,Mumbai,Realme,iOS,7.7,10.8,135.7,164.0,4.4,8654,1.3,1.3,1879,Education
U00468,17,Other,Mumbai,Motorola,iOS,2.7,33.6,82.2,33.0,1.2,4740,6.5,4.3,302,Entertainment
U00469,48,Female,Pune,OnePlus,Android,9.5,46.0,182.2,43.0,4.3,4360,3.0,0.3,1106,Entertainment
U00470,40,Male,Bangalore,Realme,Android,9.0,14.8,176.3,124.0,2.0,9648,5.5,2.0,1826,Gaming
U00471,15,Male,Delhi,Vivo,Android,7.9,14.9,286.8,133.0,5.7,6467,3.4,2.6,113,Education
U00472,48,Other,Lucknow,OnePlus,iOS,6.7,47.5,257.2,66.0,3.5,4684,1.9,4.3,276,Social Media
U00473,22,Other,Bangalore,Vivo,Android,10.3,13.9,84.8,80.0,2.0,2648,1.8,2.2,108,Gaming
U00474,33,Other,Bangalore,Motorola,Android,2.4,37.2,200.4,186.0,0.6,649,7.8,2.7,1255,Social Media
U00475,41,Male,Chennai,Vivo,Android,5.4,13.2,193.3,86.0,5.2,1532,2.2,2.2,747,Entertainment
U00476,24,Female,Bangalore,Nokia,iOS,10.7,33.8,249.8,194.0,4.8,7645,0.8,4.5,400,Gaming
U00477,44,Male,Bangalore,Apple,iOS,6.2,19.8,43.8,159.0,2.7,3657,2.7,2.7,623,Work
U00478,54,Male,Chennai,Vivo,iOS,7.9,39.3,246.7,76.0,2.9,5627,5.0,1.8,1051,Gaming
U00479,42,Female,Jaipur,Samsung,Android,9.5,25.0,121.5,152.0,1.3,420,6.8,2.1,124,Work
U00480,27,Female,Hyderabad,OnePlus,iOS,10.1,34.7,257.3,17.0,4.8,2035,6.6,0.3,1064,Work
U00481,47,Male,Pune,Google Pixel,iOS,4.1,31.2,46.0,190.0,2.1,652,1.5,1.1,1365,Social Media
U00482,18,Male,Ahmedabad,Vivo,iOS,11.4,7.2,206.2,134.0,4.4,9133,2.3,4.5,1304,Gaming
U00483,42,Male,Kolkata,OnePlus,iOS,1.9,48.7,76.7,20.0,4.9,2960,7.4,0.9,626,Work
U00484,44,Male,Bangalore,Realme,Android,10.2,21.2,171.3,90.0,5.3,9922,1.6,0.9,1865,Social Media
U00485,25,Male,Chennai,Oppo,Android,2.2,45.7,102.4,93.0,3.7,8815,5.5,2.0,1228,Social Media
U00486,29,Other,Ahmedabad,Apple,iOS,8.8,22.9,77.0,166.0,4.7,3383,6.4,4.7,1569,Gaming
U00487,45,Female,Delhi,Motorola,iOS,8.4,10.3,296.4,120.0,1.2,2042,2.6,1.1,1796,Education
U00488,48,Other,Pune,Google Pixel,iOS,5.9,45.3,13.9,21.0,4.6,3650,6.7,4.3,623,Work
U00489,53,Other,Delhi,Realme,Android,9.3,3.0,246.7,23.0,3.7,6511,1.8,0.7,751,Entertainment
U00490,17,Female,Bangalore,OnePlus,iOS,3.8,2.4,296.7,87.0,5.7,543,5.1,1.7,842,Entertainment
U00491,57,Male,Delhi,Apple,iOS,5.9,34.9,149.6,37.0,2.0,9041,2.5,2.0,787,Education
U00492,34,Male,Lucknow,Realme,Android,10.4,42.9,217.7,62.0,1.5,4715,7.1,0.1,1010,Work
U00493,21,Female,Chennai,Oppo,iOS,11.0,28.7,223.3,151.0,4.7,2597,7.9,3.9,1318,Entertainment
U00494,31,Male,Pune,Vivo,Android,1.2,12.0,297.8,107.0,3.1,3584,1.5,4.8,1722,Gaming
U00495,28,Other,Bangalore,Google Pixel,iOS,6.5,7.3,38.4,49.0,4.0,1975,6.8,0.8,1617,Entertainment
U00496,22,Other,Pune,Samsung,Android,11.8,42.9,284.4,165.0,0.8,2874,2.2,3.4,779,Work
U00497,41,Other,Bangalore,Vivo,Android,5.8,37.5,220.3,154.0,0.7,1188,1.3,0.3,655,Gaming
U00498,29,Female,Mumbai,Google Pixel,iOS,10.0,11.3,212.1,24.0,1.0,6311,5.3,3.7,1032,Entertainment
U00499,48,Female,Hyderabad,Vivo,Android,4.5,49.6,280.6,143.0,3.5,5536,2.3,1.9,126,Social Media
U00500,60,Other,Kolkata,Xiaomi,Android,5.9,34.7,280.4,165.0,3.1,1431,3.8,1.6,1500,Gaming
U00501,32,Male,Hyderabad,Oppo,iOS,8.7,46.0,196.7,144.0,3.6,2781,0.9,1.7,953,Gaming
U00502,39,Female,Ahmedabad,Nokia,Android,11.1,25.3,116.6,79.0,1.4,8748,6.1,3.4,1726,Work
U00503,55,Female,Mumbai,Xiaomi,iOS,1.7,29.2,286.8,199.0,4.8,1413,4.9,1.9,620,Social Media
U00504,18,Male,Pune,Samsung,iOS,2.0,21.4,118.3,195.0,2.2,8432,1.5,4.4,1158,Social Media
U00505,47,Other,Pune,Xiaomi,iOS,9.9,34.5,52.0,65.0,5.0,5601,2.9,2.9,219,Education
U00506,57,Other,Pune,Realme,iOS,5.0,22.6,123.6,14.0,5.7,3600,7.1,1.3,1747,Entertainment
U00507,43,Other,Delhi,Vivo,Android,7.8,43.9,98.6,46.0,5.2,8911,1.4,1.3,206,Gaming
U00508,52,Male,Kolkata,Vivo,iOS,7.5,2.5,297.4,47.0,1.7,3932,1.9,0.7,108,Work
U00509,32,Female,Jaipur,Nokia,Android,8.6,39.2,228.2,37.0,3.4,6050,6.3,3.0,866,Entertainment
U00510,50,Male,Hyderabad,Oppo,iOS,7.1,26.6,114.7,84.0,5.8,2330,2.9,3.3,1476,Education
U00511,18,Male,Pune,Google Pixel,iOS,6.9,19.4,113.4,159.0,3.8,2399,4.9,2.2,912,Education
U00512,58,Other,Hyderabad,OnePlus,Android,11.3,43.6,217.3,191.0,5.5,916,5.6,2.3,1066,Education
U00513,17,Male,Pune,OnePlus,Android,1.2,36.5,235.3,19.0,4.3,157,3.5,2.4,466,Entertainment
U00514,29,Female,Ahmedabad,Nokia,iOS,2.1,40.3,265.6,104.0,3.6,8464,3.1,2.5,1061,Entertainment
U00515,17,Male,Jaipur,Samsung,Android,11.7,28.2,59.9,155.0,1.6,5046,7.3,1.5,634,Work
U00516,60,Male,Ahmedabad,Vivo,iOS,1.3,28.3,175.2,174.0,1.7,9817,0.7,0.2,956,Education
U00517,53,Male,Delhi,Oppo,Android,10.9,22.7,30.8,196.0,2.1,223,5.1,1.9,994,Social Media
U00518,31,Other,Chennai,Xiaomi,iOS,2.9,26.0,121.8,179.0,2.1,5628,4.8,1.2,1163,Work
U00519,36,Female,Pune,Nokia,iOS,5.0,45.0,242.9,136.0,1.0,1087,6.3,4.1,1721,Work
U00520,38,Female,Bangalore,Motorola,Android,6.3,22.9,106.2,184.0,2.8,7458,2.3,1.2,1993,Social Media
U00521,23,Male,Bangalore,Vivo,Android,9.6,7.8,215.5,162.0,1.5,4889,5.5,2.4,1850,Work
U00522,20,Male,Kolkata,Oppo,Android,8.6,19.7,166.8,23.0,1.9,7714,1.2,2.1,388,Social Media
U00523,49,Other,Delhi,Realme,iOS,4.1,46.5,65.6,178.0,1.1,7339,4.8,4.4,573,Social Media
U00524,50,Male,Kolkata,Google Pixel,iOS,9.3,47.2,226.1,51.0,4.1,9106,5.3,0.3,385,Gaming
U00525,41,Male,Ahmedabad,Motorola,iOS,9.7,14.0,166.7,173.0,5.5,1204,4.9,3.0,1268,Gaming
U00526,43,Other,Chennai,Motorola,Android,10.6,6.6,286.4,13.0,3.5,3291,3.4,3.2,1030,Work
U00527,15,Other,Delhi,OnePlus,iOS,11.8,37.8,176.1,10.0,4.6,4886,4.5,4.0,1298,Social Media
U00528,15,Female,Pune,Nokia,Android,11.6,30.5,82.4,38.0,0.7,2083,2.0,1.4,1969,Education
U00529,18,Other,Jaipur,Apple,iOS,3.4,34.7,166.7,123.0,4.8,3933,3.1,3.2,292,Entertainment
U00530,57,Female,Hyderabad,Apple,Android,7.4,6.1,121.0,198.0,4.6,2980,6.4,1.1,796,Work
U00531,19,Female,Ahmedabad,Vivo,Android,2.6,11.2,231.9,121.0,3.1,2408,5.3,4.4,479,Work
U00532,37,Other,Mumbai,Xiaomi,Android,1.9,34.6,105.6,100.0,4.1,3822,4.9,0.7,601,Entertainment
U00533,28,Female,Hyderabad,Oppo,iOS,6.7,42.3,277.0,140.0,1.6,7891,2.7,3.4,482,Work
U00534,28,Other,Chennai,Motorola,Android,7.9,23.3,66.2,134.0,0.7,8992,1.5,1.9,755,Gaming
U00535,34,Male,Hyderabad,Xiaomi,iOS,4.3,36.0,67.8,37.0,3.7,830,7.2,0.5,277,Entertainment
U00536,41,Female,Chennai,OnePlus,Android,2.0,14.2,283.3,132.0,5.8,2168,5.5,5.0,1735,Entertainment
U00537,54,Female,Bangalore,Oppo,Android,7.1,11.4,16.9,198.0,5.5,2112,4.0,0.9,1047,Education
U00538,17,Female,Delhi,Apple,iOS,2.9,34.6,118.2,155.0,2.5,3928,7.3,1.0,788,Social Media
U00539,18,Female,Kolkata,Google Pixel,Android,3.2,41.1,64.8,154.0,4.0,5834,3.1,1.1,467,Social Media
U00540,26,Female,Delhi,Nokia,Android,11.6,27.0,138.8,66.0,0.5,6429,5.2,4.0,622,Social Media
U00541,40,Male,Mumbai,Apple,Android,10.1,17.6,32.7,188.0,4.1,1672,3.9,4.7,988,Education
U00542,48,Other,Pune,Vivo,iOS,4.8,13.7,184.6,127.0,1.0,3945,7.1,2.4,1234,Gaming
U00543,60,Other,Chennai,Realme,iOS,10.2,17.6,237.1,136.0,4.6,9842,6.1,2.3,1358,Entertainment
U00544,26,Male,Jaipur,Xiaomi,Android,11.5,28.2,31.4,49.0,1.2,9052,5.1,2.8,1087,Entertainment
U00545,20,Other,Delhi,Oppo,iOS,8.7,16.3,238.9,164.0,3.4,9468,8.0,1.2,776,Gaming
U00546,44,Other,Pune,Motorola,iOS,1.0,15.6,184.6,142.0,1.7,2004,7.2,1.4,770,Social Media
U00547,56,Male,Ahmedabad,OnePlus,Android,7.2,39.1,92.5,45.0,2.1,7871,1.9,1.2,188,Education
U00548,44,Male,Ahmedabad,Xiaomi,iOS,3.9,50.0,59.9,16.0,2.4,2919,3.2,1.4,1465,Entertainment
U00549,44,Male,Lucknow,OnePlus,Android,7.8,2.6,219.3,159.0,1.7,1356,1.1,3.4,1265,Education
U00550,31,Male,Bangalore,Realme,Android,8.3,37.2,20.1,14.0,1.7,4912,4.7,4.1,288,Gaming
U00551,25,Other,Kolkata,OnePlus,iOS,1.8,31.0,192.4,41.0,2.3,8874,1.5,2.3,742,Gaming
U00552,28,Female,Mumbai,Xiaomi,iOS,6.9,37.8,139.4,129.0,6.0,4585,6.9,5.0,1654,Entertainment
U00553,16,Male,Bangalore,Xiaomi,iOS,8.9,9.4,84.0,161.0,2.9,1439,1.2,3.8,1348,Entertainment
U00554,54,Male,Jaipur,Motorola,Android,10.6,7.8,235.8,43.0,3.0,4052,5.2,4.6,1026,Work
U00555,23,Male,Ahmedabad,OnePlus,Android,4.0,14.5,220.4,163.0,5.1,7160,3.6,4.4,406,Entertainment
U00556,17,Male,Delhi,Xiaomi,Android,4.9,5.8,290.2,60.0,1.8,8701,4.7,1.0,1047,Social Media
U00557,46,Other,Pune,Google Pixel,iOS,2.3,45.8,176.4,42.0,0.7,9715,5.2,1.4,1731,Gaming
U00558,45,Other,Kolkata,Motorola,Android,8.2,18.5,210.8,132.0,4.4,7666,5.0,4.6,465,Work
U00559,33,Female,Hyderabad,Oppo,iOS,6.5,2.0,164.2,125.0,3.9,4491,0.6,3.0,1524,Gaming
U00560,32,Female,Lucknow,Apple,iOS,2.5,33.5,249.3,71.0,3.1,2776,6.9,1.1,254,Work
U00561,44,Female,Hyderabad,Realme,Android,8.7,25.7,161.6,90.0,2.7,8409,5.9,3.9,995,Work
U00562,48,Male,Kolkata,Google Pixel,iOS,8.3,46.1,228.1,53.0,5.1,7165,6.7,1.3,440,Work
U00563,49,Male,Chennai,Motorola,iOS,9.8,13.4,279.0,41.0,1.0,779,6.4,3.2,1578,Entertainment
U00564,30,Other,Delhi,Google Pixel,iOS,4.2,39.4,245.9,182.0,4.8,3158,3.7,3.9,337,Education
U00565,42,Other,Pune,Realme,Android,5.7,36.2,157.7,67.0,2.6,1587,4.2,5.0,451,Education
U00566,24,Female,Chennai,Google Pixel,Android,2.2,4.7,142.2,55.0,2.0,749,2.2,3.0,1115,Entertainment
U00567,56,Female,Mumbai,Nokia,Android,4.4,4.1,238.8,44.0,1.9,9670,6.0,4.8,222,Social Media
U00568,55,Other,Ahmedabad,Realme,Android,7.1,7.9,289.8,21.0,2.9,1557,3.2,2.9,1804,Work
U00569,57,Male,Pune,Motorola,Android,9.1,48.7,154.1,111.0,4.2,5269,5.3,4.0,1551,Gaming
U00570,26,Other,Delhi,OnePlus,Android,3.6,7.6,189.7,33.0,4.9,9529,6.7,0.1,252,Work
U00571,21,Female,Kolkata,Samsung,iOS,11.3,37.4,150.9,20.0,4.1,8841,4.7,1.3,1715,Education
U00572,37,Female,Chennai,Realme,Android,5.8,37.2,231.1,167.0,3.0,5057,2.5,0.1,507,Social Media
U00573,19,Other,Kolkata,Oppo,iOS,7.8,23.6,175.8,184.0,2.5,7388,5.0,0.7,845,Education
U00574,47,Other,Jaipur,Motorola,Android,1.3,14.4,210.0,12.0,2.5,6467,1.6,4.6,1007,Work
U00575,24,Other,Ahmedabad,Oppo,iOS,4.4,18.7,84.5,179.0,5.9,272,1.4,1.7,1207,Education
U00576,19,Other,Kolkata,Oppo,Android,2.9,17.1,222.0,145.0,5.3,5803,1.5,3.5,1377,Gaming
U00577,33,Female,Bangalore,Nokia,Android,9.6,30.9,61.7,100.0,3.1,5328,7.6,1.4,385,Social Media
U00578,28,Other,Bangalore,Realme,Android,11.8,19.6,26.2,170.0,4.6,6522,6.7,4.4,1108,Education
U00579,57,Male,Jaipur,Apple,iOS,8.8,15.2,94.6,33.0,2.9,9241,6.4,4.4,1817,Work
U00580,33,Male,Delhi,Realme,iOS,9.3,14.3,228.8,157.0,3.7,7741,6.0,0.1,125,Education
U00581,52,Male,Jaipur,Vivo,Android,7.1,37.5,164.6,135.0,3.7,6164,7.1,1.2,326,Work
U00582,58,Female,Hyderabad,Vivo,Android,2.1,8.5,98.6,65.0,6.0,1196,1.6,4.9,124,Gaming
U00583,35,Other,Bangalore,Google Pixel,Android,10.2,11.0,119.5,131.0,6.0,892,3.7,3.8,506,Gaming
U00584,52,Female,Ahmedabad,Vivo,iOS,1.6,28.0,129.6,42.0,4.0,5217,5.8,2.9,1542,Education
U00585,56,Female,Jaipur,Oppo,Android,5.5,48.5,254.6,113.0,2.1,6598,3.6,1.2,1943,Gaming
U00586,28,Other,Chennai,Apple,iOS,10.3,30.8,124.0,147.0,0.7,8405,1.0,2.6,728,Gaming
U00587,43,Other,Delhi,Apple,iOS,4.7,4.8,278.9,73.0,2.1,6123,3.5,2.5,1518,Work
U00588,19,Female,Chennai,Samsung,iOS,5.7,29.3,92.3,123.0,5.0,4371,7.5,0.9,799,Social Media
U00589,42,Female,Delhi,Google Pixel,Android,4.8,24.1,285.2,101.0,5.2,6670,1.5,2.1,1495,Gaming
U00590,31,Female,Bangalore,Xiaomi,iOS,2.3,11.3,213.4,38.0,6.0,1530,2.2,1.0,1122,Work
U00591,59,Male,Delhi,Motorola,iOS,11.6,41.0,278.4,103.0,5.2,7935,5.8,0.2,800,Entertainment
U00592,44,Female,Bangalore,Nokia,iOS,11.8,17.0,108.0,86.0,1.5,5974,4.1,4.1,1289,Entertainment
U00593,15,Other,Hyderabad,Apple,iOS,10.8,16.6,108.3,136.0,5.1,745,4.0,4.4,1986,Work
U00594,36,Other,Bangalore,Nokia,Android,8.9,34.3,286.9,14.0,0.7,8888,5.1,3.5,1026,Gaming
U00595,54,Female,Hyderabad,Samsung,iOS,7.4,46.1,148.6,82.0,0.8,7460,6.8,4.3,1904,Gaming
U00596,37,Other,Bangalore,Nokia,iOS,9.8,42.4,270.9,22.0,2.8,6891,4.3,0.2,490,Entertainment
U00597,56,Other,Lucknow,Realme,Android,10.6,6.0,57.2,117.0,3.5,3041,7.0,3.8,1257,Gaming
U00598,21,Male,Jaipur,Apple,iOS,7.5,9.8,137.4,36.0,2.2,2150,1.4,4.9,865,Social Media
U00599,27,Other,Jaipur,Samsung,iOS,2.0,30.4,170.5,40.0,4.1,5721,0.9,4.7,1265,Gaming
U00600,53,Female,Bangalore,Xiaomi,Android,3.5,42.7,29.3,64.0,3.7,868,6.4,3.3,1241,Social Media
U00601,29,Other,Bangalore,Oppo,Android,9.0,40.9,285.9,128.0,5.2,2011,1.8,1.9,350,Work
U00602,25,Female,Hyderabad,Apple,Android,11.7,43.3,207.1,75.0,1.3,6700,4.0,0.1,1785,Education
U00603,56,Other,Mumbai,Xiaomi,Android,8.9,25.6,44.7,95.0,4.4,9059,3.9,2.3,1506,Work
U00604,42,Male,Chennai,Samsung,iOS,3.1,33.3,246.1,73.0,1.0,1388,4.4,1.5,923,Social Media
U00605,52,Male,Ahmedabad,Nokia,iOS,10.5,36.8,183.2,121.0,2.6,1249,5.7,2.8,1547,Work
U00606,20,Male,Jaipur,Oppo,iOS,6.9,14.2,108.3,56.0,3.9,160,4.3,3.6,997,Work
U00607,42,Female,Mumbai,Samsung,Android,6.1,33.1,192.7,26.0,5.4,1838,6.9,0.0,702,Entertainment
U00608,30,Female,Mumbai,Vivo,iOS,7.6,49.9,156.2,12.0,1.7,9530,1.8,1.2,948,Education
U00609,56,Other,Mumbai,Xiaomi,Android,9.2,9.6,36.7,93.0,3.7,8156,4.8,2.0,1769,Social Media
U00610,32,Other,Delhi,Oppo,Android,1.2,32.2,258.3,167.0,3.7,9960,7.9,2.9,1811,Education
U00611,24,Female,Ahmedabad,Samsung,Android,9.4,22.0,103.5,120.0,5.0,1219,7.9,1.1,766,Education
U00612,57,Male,Delhi,Apple,Android,3.3,47.2,230.3,41.0,4.3,2225,0.6,3.4,901,Education
U00613,23,Male,Hyderabad,Apple,iOS,9.3,34.5,46.0,106.0,1.0,6203,3.2,1.8,278,Entertainment
U00614,27,Male,Delhi,Realme,iOS,1.6,22.5,244.2,195.0,1.1,1987,7.7,0.7,387,Education
U00615,20,Female,Lucknow,Nokia,iOS,11.8,33.1,284.3,170.0,1.1,9996,6.5,1.0,727,Education
U00616,43,Female,Jaipur,Apple,Android,5.5,24.3,75.9,183.0,2.5,7721,3.2,0.9,422,Social Media
U00617,49,Other,Mumbai,Oppo,Android,11.8,31.4,134.5,27.0,2.6,3225,1.7,0.1,1192,Gaming
U00618,22,Female,Chennai,Vivo,Android,10.1,12.9,207.6,64.0,4.7,6478,2.8,1.3,168,Social Media
U00619,44,Male,Jaipur,OnePlus,iOS,10.4,7.9,215.1,168.0,3.1,129,7.3,2.1,1714,Gaming
U00620,29,Female,Mumbai,Xiaomi,iOS,9.8,27.8,260.8,22.0,3.4,9228,5.7,0.8,780,Work
U00621,54,Female,Bangalore,OnePlus,Android,8.8,16.1,133.4,166.0,2.1,8830,1.6,1.6,963,Entertainment
U00622,24,Female,Jaipur,Apple,iOS,8.2,46.8,136.5,132.0,3.5,2106,4.3,3.4,700,Education
U00623,15,Female,Bangalore,Oppo,iOS,1.3,31.2,75.4,198.0,3.0,4172,2.4,3.4,1780,Education
U00624,47,Other,Kolkata,Oppo,iOS,2.5,27.6,121.8,64.0,3.2,1450,1.2,1.4,1625,Entertainment
U00625,36,Female,Lucknow,Vivo,Android,1.1,22.8,65.5,166.0,2.1,6116,1.1,2.4,1024,Work
U00626,20,Male,Ahmedabad,Xiaomi,Android,4.5,6.3,192.1,36.0,2.1,5180,3.1,3.7,240,Education
U00627,29,Male,Hyderabad,Motorola,iOS,7.9,41.4,228.8,36.0,5.3,751,0.9,1.1,892,Work
U00628,53,Male,Hyderabad,Nokia,Android,3.6,11.8,95.2,79.0,4.3,8643,4.5,1.1,300,Social Media
U00629,30,Female,Delhi,Motorola,Android,2.0,26.9,290.3,38.0,4.5,9675,5.8,4.7,1356,Entertainment
U00630,45,Other,Bangalore,Nokia,iOS,10.2,34.1,175.0,74.0,1.1,9930,4.5,0.5,1768,Entertainment
U00631,44,Other,Ahmedabad,Google Pixel,Android,3.5,12.0,109.8,29.0,4.1,6645,3.6,0.0,139,Work
U00632,39,Other,Hyderabad,Motorola,iOS,1.3,18.7,46.4,24.0,5.6,8067,5.7,4.7,1557,Gaming
U00633,22,Other,Bangalore,Motorola,Android,1.3,45.9,182.0,20.0,0.7,6391,4.9,3.2,1235,Social Media
U00634,25,Male,Kolkata,Apple,iOS,10.5,28.1,221.4,115.0,5.3,8160,4.6,4.0,716,Work
U00635,46,Male,Delhi,Realme,iOS,9.1,33.2,247.2,102.0,5.0,3534,7.5,0.4,1773,Work
U00636,16,Male,Kolkata,Realme,iOS,6.2,23.1,267.9,86.0,2.5,8078,3.9,0.7,1535,Social Media
U00637,31,Female,Hyderabad,Xiaomi,Android,1.9,30.1,137.3,191.0,4.5,1335,6.0,4.7,213,Social Media
U00638,26,Other,Lucknow,Apple,iOS,10.5,4.2,249.0,189.0,1.6,6107,1.3,1.0,953,Entertainment
U00639,37,Other,Ahmedabad,Motorola,Android,8.5,35.2,236.9,140.0,2.9,7286,2.6,0.9,327,Work
U00640,29,Female,Jaipur,Apple,iOS,11.6,8.5,295.4,118.0,0.7,3305,7.2,3.4,614,Gaming
U00641,15,Other,Delhi,Oppo,Android,7.6,34.9,91.2,11.0,2.8,8061,6.6,3.5,156,Work
U00642,57,Male,Kolkata,Realme,iOS,7.2,7.2,111.0,62.0,5.2,6233,3.2,4.2,202,Education
U00643,18,Other,Delhi,Nokia,iOS,5.0,32.0,201.5,27.0,4.5,697,4.7,2.6,1786,Gaming
U00644,36,Other,Jaipur,Oppo,Android,7.9,10.8,46.1,96.0,1.7,8147,6.4,1.2,876,Gaming
U00645,43,Male,Lucknow,Vivo,Android,3.6,5.1,216.7,172.0,1.9,9361,6.3,3.2,1722,Social Media
U00646,58,Other,Ahmedabad,Vivo,Android,2.3,9.2,223.6,199.0,3.4,2280,3.4,0.5,1094,Education
U00647,28,Male,Kolkata,Motorola,Android,8.9,13.2,252.6,170.0,3.5,5280,5.8,4.5,344,Work
U00648,24,Male,Ahmedabad,Samsung,iOS,4.2,12.7,296.7,125.0,2.9,9602,1.6,1.4,464,Education
U00649,37,Other,Kolkata,Motorola,Android,5.8,14.0,140.9,91.0,6.0,9592,1.1,4.4,727,Education
U00650,56,Female,Chennai,Google Pixel,Android,1.2,37.5,163.1,38.0,4.1,2778,5.1,1.8,817,Social Media
U00651,29,Other,Pune,Oppo,iOS,3.5,9.3,192.4,24.0,4.4,2955,2.1,0.7,143,Work
U00652,57,Other,Mumbai,Oppo,Android,7.3,22.9,175.0,87.0,2.9,1443,4.3,2.0,1547,Social Media
U00653,44,Male,Delhi,Google Pixel,Android,4.7,17.6,84.9,78.0,4.1,2259,3.0,3.3,1629,Gaming
U00654,52,Female,Lucknow,Nokia,Android,5.6,31.8,201.2,147.0,1.2,2916,7.4,2.8,1083,Work
U00655,20,Male,Ahmedabad,Motorola,Android,6.3,10.4,37.8,93.0,0.8,7597,1.9,3.0,834,Entertainment
U00656,50,Female,Mumbai,Google Pixel,iOS,9.4,47.4,35.1,113.0,2.9,3897,4.0,4.3,1389,Social Media
U00657,46,Female,Hyderabad,Motorola,Android,5.2,22.6,38.7,94.0,4.7,829,5.8,0.6,473,Social Media
U00658,56,Other,Bangalore,Samsung,Android,6.8,3.1,241.4,21.0,5.8,1014,7.6,4.9,1439,Education
U00659,39,Male,Jaipur,Vivo,Android,4.0,3.9,131.7,150.0,3.9,7356,3.9,4.5,1490,Education
U00660,37,Female,Mumbai,Oppo,iOS,8.0,17.1,33.4,166.0,5.7,3935,3.9,1.4,492,Work
U00661,31,Female,Jaipur,Oppo,Android,1.1,22.8,102.4,18.0,4.6,7450,6.8,1.9,1734,Gaming
U00662,45,Male,Pune,Oppo,Android,4.9,33.6,185.6,89.0,3.3,2000,4.4,4.6,983,Education
U00663,29,Male,Ahmedabad,Nokia,Android,3.2,49.0,55.4,27.0,4.5,196,7.3,2.8,1125,Education
U00664,30,Female,Pune,Realme,Android,4.9,20.6,250.5,38.0,2.9,1805,0.8,4.3,1870,Education
U00665,37,Male,Ahmedabad,Vivo,iOS,3.3,40.2,107.0,64.0,4.2,5755,3.1,4.3,1231,Gaming
U00666,53,Male,Chennai,Apple,iOS,4.7,40.6,217.1,57.0,3.0,5738,2.9,4.6,1653,Entertainment
U00667,53,Female,Kolkata,Samsung,iOS,9.3,24.6,7.1,105.0,5.3,7792,7.0,3.6,204,Gaming
U00668,30,Female,Chennai,Vivo,Android,4.4,13.4,137.2,85.0,5.5,3018,2.2,4.8,1628,Gaming
U00669,30,Male,Mumbai,OnePlus,iOS,7.7,13.2,250.0,134.0,1.6,7801,7.2,2.8,1432,Social Media
U00670,56,Male,Mumbai,Nokia,Android,3.9,45.3,298.4,184.0,1.2,7588,5.4,4.6,422,Work
U00671,23,Female,Chennai,Oppo,Android,6.0,6.6,275.8,96.0,5.4,2557,2.0,3.4,665,Education
U00672,52,Male,Bangalore,Google Pixel,iOS,9.1,47.2,259.5,78.0,3.8,1019,5.1,4.3,1511,Gaming
